Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
32467,605,MIRACLES & WONDERS PLAY & LEARN CNTR,1183 DEVONPORT DRIVE,2,99,19-Aug-13,19,NO
32467,605,MIRACLES & WONDERS PLAY & LEARN CNTR,1183 DEVONPORT DRIVE,2,96,19-Aug-13,  13  19,NO
32467,605,MIRACLES & WONDERS PLAY & LEARN CNTR,1183 DEVONPORT DRIVE,1,100,6-Feb-14,,NO
86012,605,MIRACLES & WONDERS PLAY/LEARN,3330 PARTNER PLACE,1,100,16-Dec-13,,NO
94143,605,MISSY'S PIE SHOP,500 EAST HIGH ST,1,100,29-Oct-13,,NO
94143,605,MISSY'S PIE SHOP,500 EAST HIGH ST,1,100,6-May-14,,NO
44452,605,"MIYAKO, LLC",2547 RICHMOND ROAD,1,99,27-Jun-13,18,NO
44452,605,"MIYAKO, LLC",2547 RICHMOND ROAD,1,95,27-Jan-14,   6  15  23  31,NO
76793,605,MOE'S SOUTHWESTERN GRILL,"141 ROJAY DRIVE, STE. 120",1,100,25-Nov-13,,NO
80175,605,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,1,100,20-Jun-13,,NO
80175,605,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,1,99,5-Nov-13,19,NO
80175,605,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,1,98,15-May-14,  18  19,NO
84976,605,MONKEY JOE'S,1850 BRYANT ROAD,1,100,25-Jun-13,,NO
84976,605,MONKEY JOE'S,1850 BRYANT ROAD,1,100,20-Dec-13,,NO
89867,605,MORNING POINTE OF LEXINGTON,233 RUCCIO WAY,1,98,2-Aug-13,  19  20,NO
89867,605,MORNING POINTE OF LEXINGTON,233 RUCCIO WAY,1,96,14-Jan-14,   8   9,NO
93419,605,MORNING POINTE OF LEXINGTON EAST,150 SHORE SIDE DR,1,100,30-Jul-13,,NO
93419,605,MORNING POINTE OF LEXINGTON EAST,150 SHORE SIDE DR,1,100,11-Sep-13,,NO
32011,605,MORTON MIDDLE SCHOOL,1225 TATES CREEK RD,1,100,25-Sep-13,,NO
30894,607,"MOUSE TRAP, THE",3323 TATES CREEK ROAD,1,95,21-Jun-13,   1   2,YES
30894,607,"MOUSE TRAP, THE",3323 TATES CREEK ROAD,2,100,1-Jul-13,,NO
30894,607,"MOUSE TRAP, THE",3323 TATES CREEK ROAD,1,93,27-Jan-14,   3  12,NO
30894,607,"MOUSE TRAP, THE",3323 TATES CREEK ROAD,2,100,7-Feb-14,,NO
86039,605,MOVEABLE FEAST,474 SILVER MAPLE WAY,1,100,20-Jun-13,,NO
86039,605,MOVEABLE FEAST,474 SILVER MAPLE WAY,1,96,18-Dec-13,  12  18  19,NO
40797,605,MOVIE TAVERN,133 N.LOCUST HILL DRIVE,1,79,26-Dec-13,   3   4   8  11  13  19  20  26,NO
40797,605,MOVIE TAVERN,133 N.LOCUST HILL DRIVE,2,89,26-Dec-13,   4   8  13  19  20  26,YES
40797,605,MOVIE TAVERN,133 N.LOCUST HILL DRIVE,2,94,10-Jan-14,   8  12  34,NO
40797,605,MOVIE TAVERN,133 N.LOCUST HILL DRIVE,2,89,10-Jan-14,   8  11  12  34,NO
71063,605,MR KABAB,2901 RICHMOND RD #150,1,99,3-Jun-13,18,NO
71063,605,MR KABAB,2901 RICHMOND RD #150,1,91,23-Dec-13,  14  15  19  33,NO
71063,605,MR KABAB,2901 RICHMOND RD #150,2,98,23-Dec-13,  15  19,NO
49749,605,MR. KAN'S CHINESE FOOD,410 W VINE ST  SUITE 119,1,92,8-Nov-13,   8   9  15  18  20  31,NO
49749,605,MR. KAN'S CHINESE FOOD,410 W VINE ST  SUITE 119,1,89,16-May-14,   2   8  13  18  19  20  34,YES
71366,605,"MTANI CATERING, LLC",468 SQUIRES ROAD,1,100,12-Sep-13,,NO
35696,605,MURPHY'S BAR & GRILL,5532 ATHENS-BOONESBORO ROAD,1,98,10-Jul-13,  19  23,NO
35696,605,MURPHY'S BAR & GRILL,5532 ATHENS-BOONESBORO ROAD,1,99,7-Feb-14,32,NO
55582,605,NAGASAKI INN,435 REDDING ROAD,1,97,27-Jun-13,  19  30  31,NO
55582,605,NAGASAKI INN,435 REDDING ROAD,1,97,27-Dec-13,  15  20  30,NO
87712,605,NAT,111 S UPPER ST,1,90,16-Sep-13,   8   9  12  15  16  19,NO
87712,605,NAT,111 S UPPER ST,1,100,27-Mar-14,,NO
65526,605,NATASHA'S CAFE,112 ESPLANADE,2,90,19-Aug-13,   4   5  15  29  30  34,NO
65526,605,NATASHA'S CAFE,112 ESPLANADE,1,98,20-Nov-13,  15  19,NO
32508,605,NATICAKES,108 WINSLOW STREET,2,95,25-Sep-13,   8  13,NO
32508,605,NATICAKES,108 WINSLOW STREET,2,98,25-Sep-13,8,NO
32508,605,NATICAKES,108 WINSLOW STREET,2,98,25-Sep-13,8,NO
32508,605,NATICAKES,108 WINSLOW STREET,1,100,3-Apr-14,,NO
40798,605,NATIONAL ACADEMY,3500 ARBOR DR,1,94,19-Jul-13,  15  20  28,YES
40798,605,NATIONAL ACADEMY,3500 ARBOR DR,2,99,29-Jul-13,15,NO
40798,605,NATIONAL ACADEMY,3500 ARBOR DR,1,100,31-Jan-14,,NO
94120,605,NATIONAL PROVISIONS,264 WALTON AVE.,1,100,12-Nov-13,,NO
44731,607,NEIGHBORHOOD GROCERY,215 E. SEVENTH STREET,1,94,26-Dec-13,   8  15  19  30  31,NO
47076,605,NELL'S DINER,1401 N. FORBES ROAD,1,97,24-Oct-13,  18  30  31,NO
71470,605,NEW CHINA KITCHEN,"3094 RICHMOND ROAD, SUITE 180",1,96,8-Nov-13,   8  18  20,NO
71470,605,NEW CHINA KITCHEN,"3094 RICHMOND ROAD, SUITE 180",1,95,13-May-14,   2   8  19  31,NO
93683,605,"NEW CREATION CHILDCARE, LLC",1037 INDUSTRY ROAD,1,100,12-Aug-13,,NO
93683,605,"NEW CREATION CHILDCARE, LLC",1037 INDUSTRY ROAD,1,100,11-Feb-14,,NO
78803,605,NEW HOPE CENTER FOR MEN,250 LOUDON AVENUE,1,89,7-Nov-13,   1  17  19  34,NO
78803,605,NEW HOPE CENTER FOR MEN,250 LOUDON AVENUE,2,97,7-Nov-13,  19  34,NO
68201,605,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,1,98,19-Nov-13,8,NO
68201,605,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,1,98,16-May-14,16,NO
82212,607,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,1,97,5-Jul-13,   8  23,NO
82212,607,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,1,95,6-Jan-14,  15  16  19  31,NO
82212,607,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,2,95,6-Jan-14,  15  16  19  31,NO
87131,605,NICK RYAN'S SALOON,157 JEFFERSON STREET,1,76,24-Jun-13,   1   3   4   5   8   9  11  15  19,NO
87131,605,NICK RYAN'S SALOON,157 JEFFERSON STREET,2,90,24-Jun-13,   4   5   8   9  15  19,NO
87131,605,NICK RYAN'S SALOON,157 JEFFERSON STREET,1,99,21-Nov-13,31,NO
31708,605,NOODLES AND COMPANY,2468 NICHOLASVILLE ROAD,1,100,28-Jan-14,,NO
31708,605,NOODLES AND COMPANY,2468 NICHOLASVILLE ROAD,1,100,14-Mar-14,,NO
91605,605,NORTH LIME COFFEE AND DONUTS,575 N LIMESTONE,1,99,28-Oct-13,19,NO
91605,605,NORTH LIME COFFEE AND DONUTS,575 N LIMESTONE,1,95,10-Apr-14,  19  20  26  30,NO
64920,605,NORTH STAR ACADEMY,1816 BRYAN STATION ROAD,1,100,22-Aug-13,,NO
64920,605,NORTH STAR ACADEMY,1816 BRYAN STATION ROAD,1,100,13-Feb-14,,NO
55166,605,NORTHERN CAL RIPKIN,612 BRYANWOOD PKWY,1,100,4-Apr-14,,NO
32034,605,NORTHERN ELEMENTARY SCHOOL,340 ROOKWOOD PKWY,1,100,16-Sep-13,,NO
32034,605,NORTHERN ELEMENTARY SCHOOL,340 ROOKWOOD PKWY,1,96,18-Feb-14,33,NO
32034,605,NORTHERN ELEMENTARY SCHOOL,340 ROOKWOOD PKWY,2,100,18-Feb-14,,NO
37812,605,NORTHPOINT HEALTHCARE CENTER,1500 TRENT BLVD.,1,99,9-Jul-13,19,NO
37812,605,NORTHPOINT HEALTHCARE CENTER,1500 TRENT BLVD.,1,100,13-Feb-14,,NO
32304,605,"NU MOON, THE",815 EUCLID AVE,1,100,16-Dec-13,,NO
71495,605,NUTRIMAX SMOOTHIES,3001 BLAKE JAMES DR.,1,100,8-Nov-13,,NO
71495,605,NUTRIMAX SMOOTHIES,3001 BLAKE JAMES DR.,1,99,12-May-14,19,NO
49234,605,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,2,100,14-Sep-13,,NO
49234,605,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,1,93,16-Sep-13,  13  18  29  31,YES
49234,605,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,2,100,19-Sep-13,,NO
49234,605,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,1,100,26-Mar-14,,NO
62320,605,O'CHARLEY'S # 289,2099 HARRODSBURG ROAD,1,93,6-Nov-13,   9  11,NO
62320,605,O'CHARLEY'S # 289,2099 HARRODSBURG ROAD,2,98,6-Nov-13,9,NO
32037,605,O'CHARLEY'S #209,2895 RICHMOND ROAD,1,96,30-Jul-13,  15  18  20  30,NO
32037,605,O'CHARLEY'S #209,2895 RICHMOND ROAD,1,92,11-Feb-14,   3   5  30,NO
32037,605,O'CHARLEY'S #209,2895 RICHMOND ROAD,2,97,11-Feb-14,   5  30,NO
32038,605,O'CHARLEY'S #212,2270 NICHOLASVILLE ROAD,1,96,5-Jun-13,   5  15  20,NO
32038,605,O'CHARLEY'S #212,2270 NICHOLASVILLE ROAD,1,99,11-Dec-13,20,NO
32040,605,OFFICE LOUNGE,1533 EASTLAND PARKWAY,1,92,25-Nov-13,   9  17  19  30,NO
32040,605,OFFICE LOUNGE,1533 EASTLAND PARKWAY,2,96,25-Nov-13,   9  19  30,NO
32040,605,OFFICE LOUNGE,1533 EASTLAND PARKWAY,1,97,8-May-14,  19  26,NO
61793,605,OLD CHICAGO,1924 PAVILLION WAY,1,90,24-Jun-13,   9  11  18  19  30,NO
61793,605,OLD CHICAGO,1924 PAVILLION WAY,2,95,24-Jun-13,   9  18  19  30,NO
61793,605,OLD CHICAGO,1924 PAVILLION WAY,2,95,19-Aug-13,11,NO
61793,605,OLD CHICAGO,1924 PAVILLION WAY,2,100,19-Aug-13,,NO
61793,605,OLD CHICAGO,1924 PAVILLION WAY,1,99,30-Dec-13,31,NO
31740,607,"OLD SAN SUAN, CUBAN CUISINE",247 SURFSIDE DR.,1,100,30-Oct-13,,NO
31740,607,"OLD SAN SUAN, CUBAN CUISINE",247 SURFSIDE DR.,1,100,30-Apr-14,,NO
87961,605,OLE' HOOKERS BAR AND GRILL,205 S LIMESTONE ST.,1,100,7-Nov-13,,NO
87961,605,OLE' HOOKERS BAR AND GRILL,205 S LIMESTONE ST.,1,100,24-Apr-14,,NO
32042,605,OLEIKA SHRINE TEMPLE,326 SOUTHLAND DRIVE,1,100,21-Oct-13,,NO
32042,605,OLEIKA SHRINE TEMPLE,326 SOUTHLAND DRIVE,1,100,7-Apr-14,,NO
34288,605,OLIVE GARDEN ITAL. REST. #1320,3301 NICHOLASVILLE ROAD,1,98,16-Sep-13,  19  20,NO
34288,605,OLIVE GARDEN ITAL. REST. #1320,3301 NICHOLASVILLE ROAD,1,99,18-Feb-14,20,NO
30776,605,O'NEILL'S,2051 RICHMOND ROAD,1,97,19-Jun-13,  12  18,NO
30776,605,O'NEILL'S,2051 RICHMOND ROAD,1,97,8-Jan-14,  19  20  30,NO
34275,605,ORANGE LEAF,3735 PALOMAR CENTRE DR.,1,100,9-Sep-13,,NO
34275,605,ORANGE LEAF,3735 PALOMAR CENTRE DR.,1,100,1-Apr-14,,NO
89705,605,ORANGE LEAF,1781 SHARKEY WAY #130,1,94,18-Jun-13,   5  13  31,YES
89705,605,ORANGE LEAF,1781 SHARKEY WAY #130,2,99,27-Jun-13,31,NO
89705,605,ORANGE LEAF,1781 SHARKEY WAY #130,1,99,18-Nov-13,31,NO
89705,605,ORANGE LEAF,1781 SHARKEY WAY #130,1,96,14-May-14,  13  31,YES
86899,605,ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",1,100,26-Sep-13,,NO
86899,605,ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",1,98,12-Mar-14,  15  19,NO
61335,605,ORANGE LEAF (BRIGHTON),3090 HELMSDALE PL,1,100,12-Aug-13,,NO
61335,605,ORANGE LEAF (BRIGHTON),3090 HELMSDALE PL,1,96,7-Feb-14,  12  34,NO
49212,605,ORANGE LEAF FROZEN YOGURT,325 ROMANY RD,1,100,31-Jul-13,,NO
49212,605,ORANGE LEAF FROZEN YOGURT,325 ROMANY RD,1,100,10-Feb-14,,NO
74975,605,"ORIGINAL BROOKLYN PIZZA, THE","3330 PARTNER PL., STE. 124",1,98,31-Jul-13,  15  23,NO
74975,605,"ORIGINAL BROOKLYN PIZZA, THE","3330 PARTNER PL., STE. 124",1,100,14-Jan-14,,NO
32046,605,ORIGINAL GREAT AMERICAN COOKIES,3401 NICHOLASVILLE ROAD #134,1,100,5-Aug-13,,NO
32046,605,ORIGINAL GREAT AMERICAN COOKIES,3401 NICHOLASVILLE ROAD #134,1,98,22-Jan-14,  15  20,NO
94962,605,ORLANDO'S,1230 EASTLAND,1,99,4-Apr-14,19,NO
60694,605,OUR HOUSE @ THE PINNACLE CHILDCARE,4269 SARON DR.,1,100,5-Jul-13,,NO
60694,605,OUR HOUSE @ THE PINNACLE CHILDCARE,4269 SARON DR.,1,100,5-Feb-14,,NO
53663,605,OUR MAGIC YEARS CHILDCARE CTR.,"866 GEORGETOWN ST., BLD 2",1,100,6-Nov-13,,NO
53663,605,OUR MAGIC YEARS CHILDCARE CTR.,"866 GEORGETOWN ST., BLD 2",1,100,12-May-14,,NO
41646,605,OUTBACK STEAKHOUSE,"127 W. TIVERTON DR., STE 184",1,94,19-Jun-13,   8  15  16  19,NO
41646,605,OUTBACK STEAKHOUSE,"127 W. TIVERTON DR., STE 184",1,96,27-Dec-13,   8  15  18,NO
66667,605,"OUTBACK STEAKHOUSE OF FLORIDA, LLC",1957 BRYANT ROAD,1,92,25-Jun-13,  12  15  18  19  20  27,NO
66667,605,"OUTBACK STEAKHOUSE OF FLORIDA, LLC",1957 BRYANT ROAD,1,98,25-Nov-13,  19  32,NO
38324,605,OWL HOOT SHOP,650 KENNEDY RD,1,98,31-Jul-13,  19  32,NO
38324,605,OWL HOOT SHOP,650 KENNEDY RD,1,100,16-Jan-14,,NO
42658,605,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,1,97,14-Nov-13,14,NO
42658,605,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,2,100,14-Nov-13,,NO
42658,605,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,1,94,10-Mar-14,   3  15,NO
42658,605,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,2,99,10-Mar-14,15,NO
75859,605,P.F. CHANG'S CHINA BISTRO,3405 NICHOLASVILLE ROAD,1,100,11-Jun-13,,NO
75859,605,P.F. CHANG'S CHINA BISTRO,3405 NICHOLASVILLE ROAD,1,100,17-Dec-13,,NO
32050,605,PAISANO'S RESTAURANT,2417 NICHOLASVILLE ROAD,1,95,26-Jun-13,   1  19,NO
32050,605,PAISANO'S RESTAURANT,2417 NICHOLASVILLE ROAD,2,99,26-Jun-13,19,NO
32050,605,PAISANO'S RESTAURANT,2417 NICHOLASVILLE ROAD,1,86,26-Dec-13,   1  13  17  19  26,YES
32050,605,PAISANO'S RESTAURANT,2417 NICHOLASVILLE ROAD,2,100,7-Jan-14,,NO
31590,605,PALMER'S FRESH GRILL,161 LEXINGTON GREEN CIRCLE #C8,1,100,7-Nov-13,,NO
31590,605,PALMER'S FRESH GRILL,161 LEXINGTON GREEN CIRCLE #C8,1,100,30-Apr-14,,NO
69853,607,PANADERIA AGUASCALIENTES,1465 ALEXANDRIA DR,1,95,19-Dec-13,   5  26  32,NO
80453,607,PANADERIA TORRION,1930 OXFORD CIRCLE,1,93,16-Sep-13,  15  16  19  26  32,NO
80453,607,PANADERIA TORRION,1930 OXFORD CIRCLE,1,94,6-Mar-14,   8  19  26  32,NO
85725,605,PANCHITO'S ICE CREAM. LLC.,1388 ALEXANDERIA DR STE 5,1,86,17-Jun-13,   1   8  12  15  17  23,NO
85725,605,PANCHITO'S ICE CREAM. LLC.,1388 ALEXANDERIA DR STE 5,2,94,17-Jun-13,   8  12  15  23,NO
75980,605,PANDA CUISINE,2358 NICHOLASVILLE ROAD #115,1,97,10-Jul-13,   8  15,NO
75980,605,PANDA CUISINE,2358 NICHOLASVILLE ROAD #115,1,97,26-Feb-14,   8  19,NO
87430,605,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,1,100,18-Jun-13,,NO
87430,605,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,1,100,20-Nov-13,,NO
87430,605,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,1,100,16-May-14,,NO
88010,605,PANDA EXPRESS @ UK STUDENT CENTER,404 S. LIMESTONE ST,1,100,28-Oct-13,,NO
88010,605,PANDA EXPRESS @ UK STUDENT CENTER,404 S. LIMESTONE ST,1,100,14-Mar-14,,NO
73694,605,PANERA BREAD #1018,"2380 NORMAN LN, STE #110",1,98,14-Jun-13,  19  23,NO
73694,605,PANERA BREAD #1018,"2380 NORMAN LN, STE #110",1,97,12-Dec-13,  19  20  32,NO
76650,605,PANERA BREAD #1176,3705 PALOMAR CENTRE DRIVE,1,99,30-Oct-13,15,NO
76650,605,PANERA BREAD #1176,3705 PALOMAR CENTRE DRIVE,1,94,23-Apr-14,  19  20  33,NO
76650,605,PANERA BREAD #1176,3705 PALOMAR CENTRE DRIVE,2,98,23-Apr-14,  19  20,NO
41379,605,PANERA BREAD #825,2573 RICHMOND RD STE 100,1,97,18-Oct-13,   9  20,NO
41379,605,PANERA BREAD #825,2573 RICHMOND RD STE 100,1,98,10-Apr-14,  19  20,NO
62888,605,PAPA JOHN'S  # 138, COMMONWEALTH STADIUM,1,97,7-Sep-13,  12  20,NO
62888,605,PAPA JOHN'S  # 138, COMMONWEALTH STADIUM,1,96,12-Oct-13,  12  16,NO
62657,605,PAPA JOHNS  # 18,265 EUCLID AVENUE,1,100,18-Jul-13,,NO
62657,605,PAPA JOHNS  # 18,265 EUCLID AVENUE,1,100,31-Jan-14,,NO
59875,605,PAPA JOHN'S #29,4250 SARON DR,1,98,7-Nov-13,16,NO
59875,605,PAPA JOHN'S #29,4250 SARON DR,1,97,8-May-14,   5  15,NO
62733,605,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 11",1,98,12-Jul-13,12,NO
62733,605,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 11",1,89,10-Jan-14,  11  12  15  16  19,NO
62733,605,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 11",2,94,10-Jan-14,  12  15  16  19,NO
49867,605,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,1,82,3-Jul-13,   5  11  16  17  19  28,NO
49867,605,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,2,91,3-Jul-13,   5  16  19  28,YES
49867,605,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,2,93,1-Aug-13,  11  19  23,NO
49867,605,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,1,90,30-Dec-13,   4   8  12  15  19  26,NO
46294,605,PAPA JOHN'S PIZZA #40,2937 RICHMOND RD,1,92,20-Nov-13,  12  13  16  19,NO
46294,605,PAPA JOHN'S PIZZA #40,2937 RICHMOND RD,2,87,2-Dec-13,  11  12  13  16  19,YES
43483,605,PAPA JOHN'S PIZZA #54,3735 HARRODSBURG RD #240,1,100,8-Jul-13,,NO
43483,605,PAPA JOHN'S PIZZA #54,3735 HARRODSBURG RD #240,1,100,6-Jan-14,,NO
32398,605,PAPA JOHN'S PIZZA #88,2467 NICHOLASVILLE RD.,1,100,12-Sep-13,,NO
32398,605,PAPA JOHN'S PIZZA #88,2467 NICHOLASVILLE RD.,1,100,10-Feb-14,,NO
44915,605,PAPA MURPHY'S,4101 TATES CREEK CTR DR #128,1,100,24-Sep-13,,NO
44915,605,PAPA MURPHY'S,4101 TATES CREEK CTR DR #128,1,100,12-Mar-14,,NO
90382,605,PAPA MURPHY'S,1890 STAR SHOOT PKWY,1,98,20-Jun-13,9,NO
90382,605,PAPA MURPHY'S,1890 STAR SHOOT PKWY,1,100,26-Dec-13,,NO
31300,605,PAPER PLATE,100 MIDLAND AVENUE,1,100,6-Nov-13,,NO
31300,605,PAPER PLATE,100 MIDLAND AVENUE,1,92,21-Apr-14,  17  19  20  30  31,NO
31300,605,PAPER PLATE,100 MIDLAND AVENUE,2,96,21-Apr-14,  19  20  30  31,NO
72019,605,PARK EARLY CHILDHOOD CENTER,645 EAST HIGH STREET,1,100,25-Jun-13,,NO
72019,605,PARK EARLY CHILDHOOD CENTER,645 EAST HIGH STREET,1,100,17-Dec-13,,NO
32054,605,PARKETTE,1230 NEW CIRCLE RD NE,1,98,4-Jun-13,  15  18,NO
32054,605,PARKETTE,1230 NEW CIRCLE RD NE,1,100,27-Dec-13,,NO
82152,605,PARKS & REC. CATERING KITCHEN,"1306 VERSAILLES RD, STE 160",1,99,14-Jun-13,19,NO
82152,605,PARKS & REC. CATERING KITCHEN,"1306 VERSAILLES RD, STE 160",1,100,13-Jan-14,,NO
89322,605,PARLAY SOCIAL,249 W SHORT ST. #101,1,97,16-Sep-13,   9  20,NO
89322,605,PARLAY SOCIAL,249 W SHORT ST. #101,1,97,18-Mar-14,  12  19,NO
32470,605,PATCHEN PUB,153 PATCHEN DR #29,1,98,10-Jul-13,  15  19,NO
32470,605,PATCHEN PUB,153 PATCHEN DR #29,1,99,14-Jan-14,15,NO
82226,605,PAULIE'S TOASTED BARRELL,517 W MAIN ST,1,98,24-Sep-13,9,NO
82226,605,PAULIE'S TOASTED BARRELL,517 W MAIN ST,1,97,17-Mar-14,  19  26,NO
63726,605,PAZZO'S,385 S LIMESTONE,1,96,24-Jun-13,  15  19  20  32,NO
63726,605,PAZZO'S,385 S LIMESTONE,1,88,20-Dec-13,   3   4  15  17,NO
63726,605,PAZZO'S,385 S LIMESTONE,2,97,20-Dec-13,   4  15,NO
34281,607,PDQ DELI AND GROCERY,460 E NEW CIRCLE RD,1,96,24-Jun-13,  15  19  26,NO
34281,607,PDQ DELI AND GROCERY,460 E NEW CIRCLE RD,1,93,23-Dec-13,   1  18  31  32,NO
34281,607,PDQ DELI AND GROCERY,460 E NEW CIRCLE RD,2,95,31-Jan-14,   8  15  30  31,NO
68008,605,PEKING CAFE,3181 BEAUMONT CTR.CIR. #104,1,90,21-Jan-14,   8  17  33,NO
68008,605,PEKING CAFE,3181 BEAUMONT CTR.CIR. #104,2,98,21-Jan-14,8,NO
57009,605,PENN STATION,"1080 S. BROADWAY, SUITE 101",1,92,19-Nov-13,   8  13  15  18  20,NO
57009,605,PENN STATION,"1080 S. BROADWAY, SUITE 101",2,95,19-Nov-13,   8  15  18  20,NO
57009,605,PENN STATION,"1080 S. BROADWAY, SUITE 101",1,99,15-May-14,15,NO
59336,605,PENN STATION,2220 NICHOLASVILLE ROAD,1,99,7-Oct-13,19,NO
59336,605,PENN STATION,2220 NICHOLASVILLE ROAD,1,97,22-Mar-14,  12  19,NO
64911,605,PENN STATION,"3090 TODDS ROAD, SUITE 305",1,93,23-Dec-13,  11  18  19,NO
64911,605,PENN STATION,"3090 TODDS ROAD, SUITE 305",2,98,23-Dec-13,  18  19,NO
66328,605,PENN STATION,1719 NORTH BROADWAY,1,100,4-Sep-13,,NO
66328,605,PENN STATION,1719 NORTH BROADWAY,1,98,24-Jan-14,  15  18,NO
64916,605,PEPE'S MEXICAN RESTAURANT,3280 EAGLE VIEW LANE,1,100,26-Dec-13,,NO
85742,605,PEPE'S MEXICAN RESTAURANT,3165 BEAUMONT CENTRE CIR #180,1,100,2-Jul-13,,NO
85742,605,PEPE'S MEXICAN RESTAURANT,3165 BEAUMONT CENTRE CIR #180,1,100,27-Dec-13,  15  17  19,NO
32161,605,PEPPERHILL PRE-SCHOOL,2104 EASTWAY DRIVE,1,100,31-Jul-13,,NO
32161,605,PEPPERHILL PRE-SCHOOL,2104 EASTWAY DRIVE,1,100,13-Jan-14,,NO
79541,605,PEPPERS MEXICAN GRILL,4000 TERMINAL DR,1,100,26-Feb-14,,NO
31408,605,PETE'S WOK,537 A WALLER AVENUE,1,98,19-Jul-13,8,NO
31408,605,PETE'S WOK,537 A WALLER AVENUE,2,99,28-Aug-13,20,NO
31408,605,PETE'S WOK,537 A WALLER AVENUE,1,88,9-Jan-14,   1   9  26  33,NO
31408,605,PETE'S WOK,537 A WALLER AVENUE,2,96,9-Jan-14,   9  26,NO
30695,607,PHILLIP'S GROCERY & DELI,553 SOUTH LIMESTONE,1,75,7-Nov-13,   1   5   9  11  15  16  17  19  20  30  31  32,YES
30695,607,PHILLIP'S GROCERY & DELI,553 SOUTH LIMESTONE,2,89,19-Nov-13,   8  15  16  19  20  30  31  34,NO
30695,607,PHILLIP'S GROCERY & DELI,553 SOUTH LIMESTONE,2,80,19-Nov-13,   1   8  11  15  16  19  20  30  31  34,YES
30695,607,PHILLIP'S GROCERY & DELI,553 SOUTH LIMESTONE,1,97,1-May-14,  19  30  31,NO
68612,605,PHO BC,171-176 WEST LOWRY LANE,1,99,17-Jun-13,19,NO
68612,605,PHO BC,171-176 WEST LOWRY LANE,1,80,12-Dec-13,   1   6   8   9  11  15  18  19  26,YES
68612,605,PHO BC,171-176 WEST LOWRY LANE,2,98,23-Dec-13,  15  19,NO
32484,605,PI PIZZA COMPANY,2901 RICHMOND RD #110,1,100,6-Feb-14,,NO
32164,605,PICADOME ELEMENTARY SCHOOL,1642 HARRODSBURG RD,1,100,24-Sep-13,,NO
32164,605,PICADOME ELEMENTARY SCHOOL,1642 HARRODSBURG RD,1,100,20-Mar-14,,NO
78537,605,PIER 99 RESTAURANT & BAR,9079 OLD RICHMOND ROAD,1,91,27-Jun-13,   8  20  28  29,YES
78537,605,PIER 99 RESTAURANT & BAR,9079 OLD RICHMOND ROAD,1,95,15-Aug-13,  15  19  20  23  30,NO
78537,605,PIER 99 RESTAURANT & BAR,9079 OLD RICHMOND ROAD,1,84,19-Sep-13,   6   8  13  15  16  20  23  26  30  31,YES
78537,605,PIER 99 RESTAURANT & BAR,9079 OLD RICHMOND ROAD,2,93,5-Oct-13,  15  17  20  23,YES
32424,605,PIMLICO MANOR,3576 PIMLICO PARKWAY,1,100,2-Aug-13,,NO
32424,605,PIMLICO MANOR,3576 PIMLICO PARKWAY,1,99,30-Jan-14,23,NO
43023,605,PINE MEADOWS HEALTH CARE,1608 HILL RISE DRIVE,1,100,16-Sep-13,,NO
43023,605,PINE MEADOWS HEALTH CARE,1608 HILL RISE DRIVE,1,100,27-Feb-14,,NO
78063,605,PITA SOCIAL,"3090 HELMSDALE PLACE, BLDG A-6 STE. 265",1,100,31-Mar-14,,NO
67608,605,PIZZA HUT # 2969,"3094 RICHMOND ROAD, SUITE D-1",1,99,10-Sep-13,19,NO
