Est Number,Premise Name,Premise Address 1,Status,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date
90674.0,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,ACTIVE,1.0,96.0,2015-06-18,   4  15  19,NO,2012-05-18
90674.0,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,ACTIVE,1.0,88.0,2015-12-14,   9  15  17  19  20  31  34,YES,2012-05-18
90674.0,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,ACTIVE,2.0,98.0,2015-12-28,  15  20,NO,2012-05-18
57760.0,SHAKESPEARE AND CO. - CHINOE,1060 CHINOE RD #104,ACTIVE,1.0,96.0,2014-12-17,   8  26,NO,2014-06-30
57760.0,SHAKESPEARE AND CO. - CHINOE,1060 CHINOE RD #104,ACTIVE,1.0,96.0,2014-12-17,   8  26,NO,2014-06-30
57760.0,SHAKESPEARE AND CO. - CHINOE,1060 CHINOE RD #104,ACTIVE,1.0,97.0,2015-05-27,   8  19,NO,2014-06-30
57760.0,SHAKESPEARE AND CO. - CHINOE,1060 CHINOE RD #104,ACTIVE,1.0,98.0,2015-11-24,  18  23,NO,2014-06-30
49872.0,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,ACTIVE,1.0,97.0,2015-04-23,  30  31  32,NO,1993-11-30
49872.0,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,ACTIVE,1.0,95.0,2015-10-20,   4  19  30  31,NO,1993-11-30
72294.0,SHANGHAI BISTRO,4101 TATES CREEK CTRE #118,ACTIVE,1.0,98.0,2015-01-02,   8,NO,2005-03-02
72294.0,SHANGHAI BISTRO,4101 TATES CREEK CTRE #118,ACTIVE,1.0,100.0,2015-07-16,,NO,2005-03-02
72294.0,SHANGHAI BISTRO,4101 TATES CREEK CTRE #118,ACTIVE,1.0,100.0,2016-01-12,,NO,2005-03-02
81478.0,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",ACTIVE,1.0,99.0,2014-12-16,  18,NO,2008-06-30
81478.0,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",ACTIVE,1.0,99.0,2014-12-16,  18,NO,2008-06-30
81478.0,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",ACTIVE,1.0,100.0,2015-06-30,,NO,2008-06-30
81478.0,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",ACTIVE,1.0,98.0,2015-11-04,  15  19,NO,2008-06-30
31046.0,SHAW'S CHILD CARE,2813 SNOW ROAD,ACTIVE,1.0,100.0,2015-01-08,,NO,1995-11-20
31046.0,SHAW'S CHILD CARE,2813 SNOW ROAD,ACTIVE,1.0,100.0,2015-05-01,,NO,1995-11-20
31046.0,SHAW'S CHILD CARE,2813 SNOW ROAD,ACTIVE,1.0,100.0,2015-11-05,,NO,1995-11-20
31054.0,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,ACTIVE,1.0,98.0,2014-11-06,  16,NO,1988-07-13
31054.0,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,ACTIVE,1.0,96.0,2015-04-13,   2   5  20,NO,1988-07-13
31054.0,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,ACTIVE,1.0,95.0,2015-09-30,   5  16  19,NO,1988-07-13
43814.0,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,ACTIVE,1.0,98.0,2015-03-09,   8,NO,1991-02-20
43814.0,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,ACTIVE,1.0,98.0,2015-03-09,   8,NO,1991-02-20
43814.0,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,ACTIVE,1.0,100.0,2015-08-31,,NO,1991-02-20
32436.0,SHERATON FOUR POINTS CAFE,1938 STANTON WAY,ACTIVE,1.0,96.0,2015-03-03,  15  19  30  31,NO,2013-09-26
32436.0,SHERATON FOUR POINTS CAFE,1938 STANTON WAY,ACTIVE,1.0,94.0,2015-09-28,  15  25  30,YES,2013-09-26
32436.0,SHERATON FOUR POINTS CAFE,1938 STANTON WAY,ACTIVE,2.0,97.0,2015-10-08,  15  20  30,NO,2013-09-26
88003.0,SHORTY'S MARKET,163 W SHORT STREET,ACTIVE,1.0,99.0,2015-03-02,  19,NO,2014-01-03
88003.0,SHORTY'S MARKET,163 W SHORT STREET,ACTIVE,1.0,99.0,2015-09-18,  30,NO,2014-01-03
32257.0,SHRINERS HOSPITAL,1900 RICHMOND ROAD,ACTIVE,1.0,100.0,2015-01-14,,NO,1996-02-21
32257.0,SHRINERS HOSPITAL,1900 RICHMOND ROAD,ACTIVE,1.0,96.0,2015-07-27,  17,NO,1996-02-21
32257.0,SHRINERS HOSPITAL,1900 RICHMOND ROAD,ACTIVE,2.0,100.0,2015-07-27,,NO,1996-02-21
32257.0,SHRINERS HOSPITAL,1900 RICHMOND ROAD,ACTIVE,1.0,94.0,2016-01-14,   8  17,YES,1996-02-21
66576.0,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,ACTIVE,1.0,98.0,2015-04-15,  20  30,NO,2009-03-30
66576.0,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,ACTIVE,1.0,98.0,2015-10-13,  30  31,NO,2009-03-30
32258.0,SIGEE'S,2143 NORTH BROADWAY,ACTIVE,1.0,96.0,2014-12-30,  15  20  31  32,NO,1988-07-27
32258.0,SIGEE'S,2143 NORTH BROADWAY,ACTIVE,1.0,98.0,2015-06-12,  31  32,NO,1988-07-27
32258.0,SIGEE'S,2143 NORTH BROADWAY,ACTIVE,1.0,91.0,2015-07-16,   1  15  19  20  30  31,NO,1988-07-27
32258.0,SIGEE'S,2143 NORTH BROADWAY,ACTIVE,2.0,95.0,2015-07-16,  15  19  20  30  31,NO,1988-07-27
75371.0,SIGNATURE GRILLE,3200 LANSDOWNE DRIVE,ACTIVE,1.0,100.0,2015-05-04,,NO,2010-05-28
75371.0,SIGNATURE GRILLE,3200 LANSDOWNE DRIVE,ACTIVE,1.0,99.0,2015-10-14,  15,NO,2010-05-28
69506.0,SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,ACTIVE,1.0,100.0,2014-12-29,,NO,2003-11-03
69506.0,SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,ACTIVE,1.0,100.0,2015-06-30,,NO,2003-11-03
69506.0,SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,ACTIVE,1.0,99.0,2015-12-23,  19,NO,2003-11-03
32260.0,SIR PIZZA, CROSS ROADS PLAZA,ACTIVE,1.0,95.0,2015-01-08,  12  29  31,NO,1988-07-27
32260.0,SIR PIZZA, CROSS ROADS PLAZA,ACTIVE,1.0,94.0,2015-09-14,   5  29  30  31,NO,1988-07-27
49085.0,SIR PIZZA,1064 S BROADWAY PLACE,ACTIVE,1.0,98.0,2015-04-03,  15  19,NO,2009-12-11
49085.0,SIR PIZZA,1064 S BROADWAY PLACE,ACTIVE,1.0,88.0,2015-09-28,   4   5  12  13  19  27,YES,2009-12-11
49085.0,SIR PIZZA,1064 S BROADWAY PLACE,ACTIVE,2.0,100.0,2015-10-13,,NO,2009-12-11
64207.0,SIR PIZZA,463 WEST NEW CIRCLE ROAD,ACTIVE,1.0,95.0,2015-01-21,  15  19  20  31  32,NO,2007-08-15
64207.0,SIR PIZZA,463 WEST NEW CIRCLE ROAD,ACTIVE,1.0,92.0,2015-07-27,   8  12  15  19  20  30,NO,2007-08-15
32264.0,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,ACTIVE,1.0,98.0,2015-02-03,  19  31,NO,1988-07-27
32264.0,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,ACTIVE,1.0,93.0,2015-08-05,  15  19  25  30,NO,1988-07-27
32264.0,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,ACTIVE,2.0,97.0,2015-08-05,  15  19  30,NO,1988-07-27
84730.0,SKYBAR - LEXINGTON,269 W MAIN ST.,ACTIVE,1.0,91.0,2015-04-23,   1  18  19  20  23  30,NO,2012-08-30
84730.0,SKYBAR - LEXINGTON,269 W MAIN ST.,ACTIVE,2.0,95.0,2015-04-23,  18  19  20  23  30,NO,2012-08-30
84730.0,SKYBAR - LEXINGTON,269 W MAIN ST.,ACTIVE,1.0,96.0,2015-10-01,   9  19  30,NO,2012-08-30
92547.0,SLEEP INN,1920 PLAUDIT PLACE,ACTIVE,1.0,98.0,2015-05-14,  16,NO,2013-03-12
92547.0,SLEEP INN,1920 PLAUDIT PLACE,ACTIVE,1.0,98.0,2015-11-03,   4,NO,2013-03-12
93540.0,SMART BEEZ LEARNING CENTER,435 SOUTHLAND,ACTIVE,1.0,100.0,2015-03-17,,NO,2013-07-22
93540.0,SMART BEEZ LEARNING CENTER,435 SOUTHLAND,ACTIVE,1.0,100.0,2015-09-14,,NO,2013-07-22
86670.0,SMASHBURGER,"3695 NICHOLASVILLE RD, STE 120",ACTIVE,1.0,98.0,2015-01-28,  12,NO,2010-08-27
86670.0,SMASHBURGER,"3695 NICHOLASVILLE RD, STE 120",ACTIVE,1.0,100.0,2015-07-20,,NO,2010-08-27
78769.0,SMASHBURGERS,535 S. UPPER STREET STE. 145,ACTIVE,1.0,100.0,2015-05-11,,NO,2010-03-02
78769.0,SMASHBURGERS,535 S. UPPER STREET STE. 145,ACTIVE,1.0,100.0,2015-10-15,,NO,2010-03-02
77034.0,SMASHING TOMATO RESTAURANT,3801 MALL ROAD,ACTIVE,1.0,100.0,2015-03-24,,NO,2006-10-13
77034.0,SMASHING TOMATO RESTAURANT,3801 MALL ROAD,ACTIVE,1.0,100.0,2015-09-23,,NO,2006-10-13
80997.0,SMASHING TOMATO RESTAURANT,2200 WAR ADMIRAL WAY,ACTIVE,1.0,95.0,2015-06-17,  17  20,NO,2008-05-09
80997.0,SMASHING TOMATO RESTAURANT,2200 WAR ADMIRAL WAY,ACTIVE,2.0,98.0,2015-06-30,  19  31,NO,2008-05-09
80997.0,SMASHING TOMATO RESTAURANT,2200 WAR ADMIRAL WAY,ACTIVE,1.0,100.0,2015-10-28,,NO,2008-05-09
93456.0,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,ACTIVE,1.0,99.0,2014-12-17,  18,NO,2013-09-09
93456.0,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,ACTIVE,1.0,99.0,2015-06-29,  15,NO,2013-09-09
93456.0,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,ACTIVE,1.0,94.0,2015-12-10,  11  15,NO,2013-09-09
93456.0,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,ACTIVE,2.0,99.0,2015-12-10,  15,NO,2013-09-09
92596.0,"SNACK SHAK, THE",1205 E NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-06-12,,NO,2014-06-13
92596.0,"SNACK SHAK, THE",1205 E NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-12-08,,NO,2014-06-13
72129.0,SOLID ROC CAFE,3100 TATES CREEK RD.,ACTIVE,1.0,100.0,2015-02-03,,NO,2004-07-14
72129.0,SOLID ROC CAFE,3100 TATES CREEK RD.,ACTIVE,1.0,99.0,2015-09-16,  19,NO,2004-07-14
54476.0,SONIC 3209,1026 S BROADWAY,ACTIVE,1.0,79.0,2015-05-15,   3   4  11  12  15  19  23  30  31  34,YES,1995-12-08
54476.0,SONIC 3209,1026 S BROADWAY,ACTIVE,2.0,95.0,2015-05-28,  12  15  30  31,NO,1995-12-08
54476.0,SONIC 3209,1026 S BROADWAY,ACTIVE,1.0,99.0,2015-12-08,  30,NO,1995-12-08
64780.0,SONIC 4301,234 E. NEW CIRCLE ROAD,ACTIVE,1.0,98.0,2014-12-02,  15  19,NO,2000-09-26
64780.0,SONIC 4301,234 E. NEW CIRCLE ROAD,ACTIVE,1.0,80.0,2015-06-29,   1   9  11  12  19  26  27  30  31,NO,2000-09-26
64780.0,SONIC 4301,234 E. NEW CIRCLE ROAD,ACTIVE,2.0,89.0,2015-06-29,   9  12  19  26  27  30  31,NO,2000-09-26
64780.0,SONIC 4301,234 E. NEW CIRCLE ROAD,ACTIVE,1.0,96.0,2015-11-09,  12  15  30,NO,2000-09-26
78867.0,SONIC 5852,2633 RICHMOND ROAD,ACTIVE,1.0,98.0,2014-12-17,  15  30,NO,1995-12-08
78867.0,SONIC 5852,2633 RICHMOND ROAD,ACTIVE,1.0,88.0,2015-06-17,   8  12  15  19  23  26  27  30,NO,1995-12-08
78867.0,SONIC 5852,2633 RICHMOND ROAD,ACTIVE,1.0,97.0,2015-12-18,  15  30  32,NO,1995-12-08
98557.0,SORELLA GELATERIA,219 N LIMESTONE,ACTIVE,1.0,100.0,2015-11-30,,NO,2015-11-30
98557.0,SORELLA GELATERIA,219 N LIMESTONE,ACTIVE,1.0,100.0,2015-12-30,,NO,2015-11-30
83459.0,SOUNDBAR,208 S LIMESTONE ST.,ACTIVE,1.0,100.0,2014-12-18,,NO,2009-05-01
83459.0,SOUNDBAR,208 S LIMESTONE ST.,ACTIVE,1.0,100.0,2015-06-29,,NO,2009-05-01
83459.0,SOUNDBAR,208 S LIMESTONE ST.,ACTIVE,1.0,100.0,2015-12-18,,NO,2009-05-01
85470.0,"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,ACTIVE,1.0,95.0,2015-03-30,  12  15  19  20,NO,2010-04-01
85470.0,"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,ACTIVE,1.0,91.0,2015-09-28,  12  15  17  19  31,NO,2010-04-01
85470.0,"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,ACTIVE,2.0,94.0,2015-09-28,  12  15  19  20  31,NO,2010-04-01
50802.0,SOUTH LEXINGTON YOUTH BASEBALL (4-12),3500 SHILLITO PARK DRIVE,ACTIVE,1.0,99.0,2015-04-15,  19,NO,2012-02-27
50802.0,SOUTH LEXINGTON YOUTH BASEBALL (4-12),3500 SHILLITO PARK DRIVE,ACTIVE,1.0,100.0,2015-05-28,,NO,2012-02-27
50715.0,SOUTHEASTERN  BABE RUTH(13-15), VETERANS PARK - SARON DR,ACTIVE,1.0,99.0,2015-04-30,  15,NO,1996-06-25
70144.0,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,ACTIVE,1.0,100.0,2014-12-04,,NO,2003-07-29
70144.0,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,ACTIVE,1.0,99.0,2015-06-16,  19,NO,2003-07-29
70144.0,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,ACTIVE,1.0,99.0,2015-11-23,  31,NO,2003-07-29
70144.0,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,ACTIVE,1.0,99.0,2015-12-17,  31,NO,2003-07-29
32277.0,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,ACTIVE,1.0,96.0,2015-05-07,  17,YES,1988-07-27
32277.0,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,ACTIVE,1.0,100.0,2015-08-25,,NO,1988-07-27
32277.0,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,ACTIVE,1.0,100.0,2015-08-25,,NO,1988-07-27
45061.0,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,ACTIVE,1.0,93.0,2015-04-20,  15  18  23  33,NO,1991-08-27
45061.0,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,ACTIVE,2.0,97.0,2015-04-20,  15  18  23,NO,1991-08-27
45061.0,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,ACTIVE,1.0,94.0,2015-09-25,   1  19  30,NO,1991-08-27
45061.0,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,ACTIVE,2.0,98.0,2015-09-25,  19  30,NO,1991-08-27
32278.0,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,ACTIVE,1.0,100.0,2015-01-15,,NO,1988-07-27
32278.0,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,ACTIVE,1.0,100.0,2015-08-26,,NO,1988-07-27
53502.0,SOUTHLAND PARK AQUATIC FAC., HILL-N-DALE DR,ACTIVE,1.0,99.0,2015-07-01,  31,NO,1997-08-05
94405.0,SOUTHLAND PERK,472 SOUTHLAND DR,ACTIVE,1.0,100.0,2015-04-23,,NO,2014-09-24
94405.0,SOUTHLAND PERK,472 SOUTHLAND DR,ACTIVE,1.0,100.0,2015-10-09,,NO,2014-09-24
75634.0,SPALDINGS BAKERY,760 WINCHESTER ROAD,ACTIVE,1.0,100.0,2015-03-11,,NO,2009-01-15
75634.0,SPALDINGS BAKERY,760 WINCHESTER ROAD,ACTIVE,1.0,100.0,2015-09-23,,NO,2009-01-15
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,1.0,94.0,2014-12-10,  17  19  23,YES,2007-02-01
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,2.0,95.0,2014-12-22,  17  23,YES,2007-02-01
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,2.0,100.0,2015-01-07,,NO,2007-02-01
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,1.0,87.0,2015-06-29,   1   5  15  19  20  26  30  31,YES,2007-02-01
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,2.0,100.0,2015-07-14,,NO,2007-02-01
32217.0,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,ACTIVE,1.0,94.0,2015-12-17,  16  20  26  30,NO,2007-02-01
34104.0,SPEEDWAY,2290 ELKHORN ROAD,ACTIVE,1.0,94.0,2015-02-20,   5   8  20  31,NO,1997-01-06
34104.0,SPEEDWAY,2290 ELKHORN ROAD,ACTIVE,1.0,97.0,2015-08-10,  15  19  31,NO,1997-01-06
51188.0,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,ACTIVE,2.0,97.0,2014-11-03,  19  31  32,NO,1994-07-13
51188.0,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,ACTIVE,1.0,88.0,2015-03-19,  12  13  26  27  32  34,YES,1994-07-13
51188.0,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,ACTIVE,2.0,97.0,2015-04-01,  27  31,NO,1994-07-13
51188.0,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,ACTIVE,1.0,97.0,2015-09-23,  32  34,NO,1994-07-13
51715.0,SPEEDWAY #9334,2910 TATES CREEK RD,ACTIVE,1.0,94.0,2015-01-26,  15  16  19  26,NO,1996-02-21
51715.0,SPEEDWAY #9334,2910 TATES CREEK RD,ACTIVE,1.0,98.0,2015-08-05,  19  31,NO,1996-02-21
32284.0,SPEEDWAY #9394,1001 GEORGETOWN RD,ACTIVE,1.0,96.0,2014-11-25,  26  34,NO,1996-09-03
32284.0,SPEEDWAY #9394,1001 GEORGETOWN RD,ACTIVE,1.0,95.0,2015-05-12,  15  26  34,NO,1996-09-03
32284.0,SPEEDWAY #9394,1001 GEORGETOWN RD,ACTIVE,1.0,97.0,2015-11-12,  31  34,NO,1996-09-03
56946.0,SPEEDWAY #9395,2301 PARIS PIKE,ACTIVE,1.0,99.0,2014-12-12,  19,NO,1997-01-21
74523.0,SPEEDWAY #9397,1281 E NEW CIRCLE RD,ACTIVE,1.0,98.0,2015-03-04,  15  19,NO,2005-08-23
74523.0,SPEEDWAY #9397,1281 E NEW CIRCLE RD,ACTIVE,1.0,88.0,2015-08-14,   5  13  16  19  26  34,YES,2005-08-23
74523.0,SPEEDWAY #9397,1281 E NEW CIRCLE RD,ACTIVE,1.0,99.0,2015-09-23,  15,NO,2005-08-23
56948.0,SPEEDWAY #9398,3393 TATES CREEK RD,ACTIVE,1.0,97.0,2014-11-13,  19  26,NO,1997-01-21
56948.0,SPEEDWAY #9398,3393 TATES CREEK RD,ACTIVE,1.0,98.0,2015-05-21,  19  30,NO,1997-01-21
56948.0,SPEEDWAY #9398,3393 TATES CREEK RD,ACTIVE,1.0,98.0,2015-10-29,  19  30,NO,1997-01-21
59244.0,SPEEDWAY #9402,3151 TODDS RD,ACTIVE,1.0,98.0,2014-12-03,  27,NO,1997-12-16
59244.0,SPEEDWAY #9402,3151 TODDS RD,ACTIVE,1.0,98.0,2015-06-02,  12,NO,1997-12-16
59244.0,SPEEDWAY #9402,3151 TODDS RD,ACTIVE,1.0,92.0,2015-11-04,  12  13  31  34,YES,1997-12-16
59244.0,SPEEDWAY #9402,3151 TODDS RD,ACTIVE,2.0,100.0,2015-11-16,,NO,1997-12-16
32323.0,SPEEDWAY #9512,515 EUCLID AVE,ACTIVE,1.0,99.0,2014-11-21,  19,NO,1990-08-29
32323.0,SPEEDWAY #9512,515 EUCLID AVE,ACTIVE,1.0,99.0,2015-05-05,  15,NO,1990-08-29
32323.0,SPEEDWAY #9512,515 EUCLID AVE,ACTIVE,1.0,96.0,2015-11-03,  19  31  34,NO,1990-08-29
32317.0,SPEEDWAY #9591,2301 VERSAILLES RD,ACTIVE,1.0,96.0,2015-04-29,  19  20  31  32,NO,1988-07-27
32317.0,SPEEDWAY #9591,2301 VERSAILLES RD,ACTIVE,1.0,98.0,2015-11-12,  20  31,NO,1988-07-27
32322.0,SPEEDWAY #9593,2900 RICHMOND RD,ACTIVE,1.0,100.0,2014-11-18,,NO,1990-08-29
32322.0,SPEEDWAY #9593,2900 RICHMOND RD,ACTIVE,1.0,100.0,2015-05-11,,NO,1990-08-29
32322.0,SPEEDWAY #9593,2900 RICHMOND RD,ACTIVE,1.0,98.0,2015-11-10,  26,NO,1990-08-29
34110.0,SPEEDWAY #9596,246 SOUTHLAND DR,ACTIVE,1.0,95.0,2015-03-10,  27  31  34,NO,1988-08-10
34110.0,SPEEDWAY #9596,246 SOUTHLAND DR,ACTIVE,1.0,96.0,2015-08-31,  26  34,NO,1988-08-10
32321.0,SPEEDWAY #9621,2490 NICHOLASVILLE RD,ACTIVE,1.0,98.0,2014-11-19,  12,NO,1990-08-29
32321.0,SPEEDWAY #9621,2490 NICHOLASVILLE RD,ACTIVE,1.0,95.0,2015-04-30,  19  26  34,NO,1990-08-29
32321.0,SPEEDWAY #9621,2490 NICHOLASVILLE RD,ACTIVE,1.0,100.0,2015-10-12,,NO,1990-08-29
46766.0,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,ACTIVE,1.0,98.0,2015-04-17,  27,NO,1992-06-15
46766.0,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,ACTIVE,1.0,98.0,2015-10-08,  27,NO,1992-06-15
32314.0,SPEEDWAY #9658,900 WINCHESTER RD,ACTIVE,1.0,98.0,2015-01-05,  15  23,NO,1988-07-27
32314.0,SPEEDWAY #9658,900 WINCHESTER RD,ACTIVE,1.0,98.0,2015-07-08,  12,NO,1988-07-27
32315.0,SPEEDWAY #9667,716 NORTH BROADWAY,ACTIVE,1.0,94.0,2015-02-03,  12  15  26  31,NO,1990-08-29
32315.0,SPEEDWAY #9667,716 NORTH BROADWAY,ACTIVE,1.0,97.0,2015-07-09,  15  19  31,NO,1990-08-29
32316.0,SPEEDWAY #9675,819 S LIMESTONE ST,ACTIVE,1.0,100.0,2015-01-12,,NO,1990-08-29
32316.0,SPEEDWAY #9675,819 S LIMESTONE ST,ACTIVE,1.0,98.0,2015-07-14,  27,NO,1990-08-29
32316.0,SPEEDWAY #9675,819 S LIMESTONE ST,ACTIVE,1.0,98.0,2016-01-07,  12,NO,1990-08-29
32324.0,SPEEDWAY #9677,1401 LEESTOWN RD,ACTIVE,1.0,94.0,2015-01-08,  13  23  34,NO,1988-07-27
32324.0,SPEEDWAY #9677,1401 LEESTOWN RD,ACTIVE,2.0,99.0,2015-01-24,  23,NO,1988-07-27
32324.0,SPEEDWAY #9677,1401 LEESTOWN RD,ACTIVE,1.0,92.0,2015-07-13,  15  19  23  25  32,NO,1988-07-27
32324.0,SPEEDWAY #9677,1401 LEESTOWN RD,ACTIVE,2.0,95.0,2015-07-27,  12  15  19  32,NO,1988-07-27
40915.0,SPEEDWAY #9699,803 SOUTH BROADWAY,ACTIVE,1.0,99.0,2015-01-22,  32,NO,1990-08-29
40915.0,SPEEDWAY #9699,803 SOUTH BROADWAY,ACTIVE,1.0,91.0,2015-08-04,  12  13  19  26  32,YES,1990-08-29
40915.0,SPEEDWAY #9699,803 SOUTH BROADWAY,ACTIVE,2.0,100.0,2015-08-19,,NO,1990-08-29
32318.0,SPEEDWAY #9704,447 NEW CIRCLE ROAD,ACTIVE,1.0,95.0,2015-03-09,   8  20  26,NO,1990-08-29
32318.0,SPEEDWAY #9704,447 NEW CIRCLE ROAD,ACTIVE,1.0,97.0,2015-08-13,  20  34,NO,1990-08-29
48258.0,SPEEDWAY #9728,3660 BOSTON RD,ACTIVE,1.0,100.0,2015-01-27,,NO,1993-02-25
48258.0,SPEEDWAY #9728,3660 BOSTON RD,ACTIVE,1.0,100.0,2015-07-20,,NO,1993-02-25
32285.0,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,ACTIVE,1.0,99.0,2014-12-30,  15,NO,1988-07-27
32285.0,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,ACTIVE,1.0,94.0,2015-06-26,   1  19  30,NO,1988-07-27
32285.0,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,ACTIVE,2.0,98.0,2015-06-26,  19  30,NO,1988-07-27
32285.0,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,ACTIVE,1.0,99.0,2015-12-22,  15,NO,1988-07-27
32286.0,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,ACTIVE,1.0,99.0,2015-06-26,  31,NO,1989-05-22
32286.0,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,ACTIVE,1.0,99.0,2015-08-12,  31,NO,1989-05-22
72949.0,SPRING HILL SUITES,863 S BROADWAY ST,ACTIVE,1.0,96.0,2015-02-19,  13  15,YES,2004-12-08
72949.0,SPRING HILL SUITES,863 S BROADWAY ST,ACTIVE,2.0,99.0,2015-03-04,  15,NO,2004-12-08
72949.0,SPRING HILL SUITES,863 S BROADWAY ST,ACTIVE,1.0,100.0,2015-08-11,,NO,2004-12-08
72949.0,SPRING HILL SUITES,863 S BROADWAY ST,ACTIVE,1.0,100.0,2016-01-14,,NO,2004-12-08
32289.0,SPRING VALLEY GOLF CLUB,2300 SANDERSVILLE ROAD,ACTIVE,1.0,98.0,2015-03-31,  15  31,NO,1988-07-27
32289.0,SPRING VALLEY GOLF CLUB,2300 SANDERSVILLE ROAD,ACTIVE,1.0,98.0,2015-09-29,  19  31,NO,1988-07-27
32292.0,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",ACTIVE,1.0,86.0,2015-05-15,   2   5  11  15  16  18  30  31,YES,2009-07-24
32292.0,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",ACTIVE,2.0,99.0,2015-06-01,  30,NO,2009-07-24
32292.0,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",ACTIVE,1.0,98.0,2015-11-02,  19  30,NO,2009-07-24
35978.0,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,ACTIVE,1.0,100.0,2015-02-27,,NO,1988-09-29
35978.0,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,ACTIVE,1.0,100.0,2015-09-23,,NO,1988-09-29
