Est Number,Premise Name,Premise Address 1,Status,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date
31494.0,DENNY'S #8770,1949 NICHOLASVILLE RD,ACTIVE,2.0,97.0,2015-11-24,  15  29,NO,2012-03-06
62056.0,DEPOT DELICATESSEN,"5751 BRIAR HILL ROAD, BLD 226",ACTIVE,1.0,98.0,2014-12-03,  15  31,NO,1999-03-22
62056.0,DEPOT DELICATESSEN,"5751 BRIAR HILL ROAD, BLD 226",ACTIVE,1.0,97.0,2015-06-22,   4  15,NO,1999-03-22
62056.0,DEPOT DELICATESSEN,"5751 BRIAR HILL ROAD, BLD 226",ACTIVE,1.0,98.0,2015-11-24,  15  31,NO,1999-03-22
31615.0,DETROIT CONEY ISLAND,825 LANE ALLEN,ACTIVE,1.0,97.0,2014-12-02,  15  19  31,NO,1995-03-06
31615.0,DETROIT CONEY ISLAND,825 LANE ALLEN,ACTIVE,1.0,100.0,2015-06-30,,NO,1995-03-06
31615.0,DETROIT CONEY ISLAND,825 LANE ALLEN,ACTIVE,1.0,100.0,2015-12-30,,NO,1995-03-06
32515.0,DETROIT CONEY ISLAND,"1301 WINCHESTER RD, SUITE 81",ACTIVE,1.0,92.0,2015-04-09,   2  12  15  16  26,NO,2011-04-04
32515.0,DETROIT CONEY ISLAND,"1301 WINCHESTER RD, SUITE 81",ACTIVE,1.0,81.0,2015-09-28,   1   8  13  14  15  19  20  26  30  31,NO,2011-04-04
32515.0,DETROIT CONEY ISLAND,"1301 WINCHESTER RD, SUITE 81",ACTIVE,2.0,91.0,2015-09-28,   8  15  19  20  26  30  31,NO,2011-04-04
68414.0,"DEVOTION ENTERPRISES, LLC",4085 HARRODSBURG ROAD,ACTIVE,1.0,100.0,2015-05-28,,NO,2002-09-09
68414.0,"DEVOTION ENTERPRISES, LLC",4085 HARRODSBURG ROAD,ACTIVE,1.0,100.0,2015-12-14,,NO,2002-09-09
95605.0,DICKEY'S BBQ PIT,"1315 WINCHESTER RD., SUITE 325",ACTIVE,1.0,91.0,2015-01-28,  11  12  26,NO,2014-07-01
95605.0,DICKEY'S BBQ PIT,"1315 WINCHESTER RD., SUITE 325",ACTIVE,2.0,96.0,2015-01-28,  12  26,NO,2014-07-01
95605.0,DICKEY'S BBQ PIT,"1315 WINCHESTER RD., SUITE 325",ACTIVE,1.0,92.0,2015-08-03,  12  16  18  20  26,NO,2014-07-01
49294.0,DISMAS CHARITIES LEXINGTON,909 GEORGETOWN ROAD,ACTIVE,1.0,100.0,2015-01-13,,NO,1993-08-18
49294.0,DISMAS CHARITIES LEXINGTON,909 GEORGETOWN ROAD,ACTIVE,2.0,100.0,2015-07-21,,NO,1993-08-18
31171.0,DISTILLED AT GRATZ PARK,120 WEST SECOND STREET,ACTIVE,1.0,100.0,2014-12-30,,NO,2014-11-04
31171.0,DISTILLED AT GRATZ PARK,120 WEST SECOND STREET,ACTIVE,1.0,96.0,2015-06-22,  13  19,NO,2014-11-04
31171.0,DISTILLED AT GRATZ PARK,120 WEST SECOND STREET,ACTIVE,2.0,99.0,2015-06-22,  19,NO,2014-11-04
31171.0,DISTILLED AT GRATZ PARK,120 WEST SECOND STREET,ACTIVE,1.0,100.0,2015-12-22,,NO,2014-11-04
69642.0,DIVA'S,1318 RUSSELL CAVE RD.,ACTIVE,1.0,95.0,2014-12-10,   9  19  30  31,NO,2003-05-12
69642.0,DIVA'S,1318 RUSSELL CAVE RD.,ACTIVE,1.0,100.0,2015-06-11,,NO,2003-05-12
69642.0,DIVA'S,1318 RUSSELL CAVE RD.,ACTIVE,1.0,100.0,2015-12-23,,NO,2003-05-12
31006.0,DIXIE ELEMENTARY SCHOOL,1940 EASTLAND PKWY,ACTIVE,1.0,96.0,2015-01-29,  17,YES,1988-07-13
31006.0,DIXIE ELEMENTARY SCHOOL,1940 EASTLAND PKWY,ACTIVE,2.0,98.0,2015-02-13,  16,NO,1988-07-13
31006.0,DIXIE ELEMENTARY SCHOOL,1940 EASTLAND PKWY,ACTIVE,1.0,99.0,2015-09-23,  15,NO,1988-07-13
62841.0,DOMINO'S,3090 HELMSDALE #300,ACTIVE,1.0,100.0,2015-04-02,,NO,1999-10-25
62841.0,DOMINO'S,3090 HELMSDALE #300,ACTIVE,1.0,100.0,2015-09-21,,NO,1999-10-25
31008.0,DOMINO'S PIZZA,3101 CLAYS MILL RD,ACTIVE,1.0,95.0,2015-04-20,  13  20  31,YES,1994-01-13
31008.0,DOMINO'S PIZZA,3101 CLAYS MILL RD,ACTIVE,1.0,91.0,2015-11-05,  11  33,NO,1994-01-13
31008.0,DOMINO'S PIZZA,3101 CLAYS MILL RD,ACTIVE,2.0,100.0,2015-11-05,,NO,1994-01-13
47340.0,DOMINO'S PIZZA,828 LANE ALLEN RD,ACTIVE,1.0,99.0,2015-04-07,  23,NO,1992-09-14
47340.0,DOMINO'S PIZZA,828 LANE ALLEN RD,ACTIVE,1.0,99.0,2015-10-16,  30,NO,1992-09-14
66585.0,DOMINO'S PIZZA  #  1406,130 TIVERTON WAY-WEST,ACTIVE,1.0,100.0,2015-01-05,,NO,2001-09-12
66585.0,DOMINO'S PIZZA  #  1406,130 TIVERTON WAY-WEST,ACTIVE,1.0,100.0,2015-07-07,,NO,2001-09-12
66585.0,DOMINO'S PIZZA  #  1406,130 TIVERTON WAY-WEST,ACTIVE,1.0,98.0,2016-01-13,  18  23,NO,2001-09-12
64029.0,DOMINO'S PIZZA  #180,524 WEST NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-05-11,,NO,2000-05-15
64029.0,DOMINO'S PIZZA  #180,524 WEST NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-10-20,,NO,2000-05-15
96559.0,DOMINO'S PIZZA #1405,3120 PIMLICO PARKWAY #116,ACTIVE,1.0,100.0,2015-05-06,,NO,2014-11-19
96559.0,DOMINO'S PIZZA #1405,3120 PIMLICO PARKWAY #116,ACTIVE,1.0,100.0,2015-10-27,,NO,2014-11-19
31016.0,DOMINO'S PIZZA STS PIZZA,801 EUCLID AVE,ACTIVE,1.0,100.0,2015-03-20,,NO,1998-02-18
31016.0,DOMINO'S PIZZA STS PIZZA,801 EUCLID AVE,ACTIVE,1.0,98.0,2015-12-14,  12,NO,1998-02-18
53940.0,DONATO'S,728 E. MAIN STREET,ACTIVE,1.0,100.0,2015-03-27,,NO,1995-09-07
53940.0,DONATO'S,728 E. MAIN STREET,ACTIVE,1.0,100.0,2015-09-17,,NO,1995-09-07
61333.0,DONATO'S,3120 MAPLELEAF DRIVE,ACTIVE,1.0,99.0,2015-05-08,  19,NO,2001-07-06
61333.0,DONATO'S,3120 MAPLELEAF DRIVE,ACTIVE,1.0,97.0,2015-11-18,  12  15,NO,2001-07-06
62159.0,DONATO'S PIZZA,265 NEW CIRCLE ROAD,ACTIVE,1.0,99.0,2015-05-07,  19,NO,2001-07-06
62159.0,DONATO'S PIZZA,265 NEW CIRCLE ROAD,ACTIVE,1.0,98.0,2015-11-09,  19  31,NO,2001-07-06
66256.0,DONATO'S PIZZA,"3851 KENESAW DRIVE, STE. A",ACTIVE,1.0,98.0,2015-01-09,  15  18,NO,2001-07-06
66256.0,DONATO'S PIZZA,"3851 KENESAW DRIVE, STE. A",ACTIVE,1.0,96.0,2015-07-30,  15  19  23  30,NO,2001-07-06
66256.0,DONATO'S PIZZA,"3851 KENESAW DRIVE, STE. A",ACTIVE,1.0,98.0,2016-01-12,  15  30,NO,2001-07-06
56132.0,DONATO'S PIZZA - BEAUMONT CTR.,3070 LAKECREST CIRCLE,ACTIVE,1.0,96.0,2015-05-26,  12  23  32,NO,1996-09-03
56132.0,DONATO'S PIZZA - BEAUMONT CTR.,3070 LAKECREST CIRCLE,ACTIVE,1.0,99.0,2015-11-25,  32,NO,1996-09-03
32440.0,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",ACTIVE,1.0,96.0,2015-04-30,   8   9,NO,2013-06-26
32440.0,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",ACTIVE,1.0,96.0,2015-11-02,   8  15  19,NO,2013-06-26
31018.0,DONUT DAYS,185 SOUTHLAND DRIVE,ACTIVE,1.0,100.0,2015-01-29,,NO,1988-07-13
31018.0,DONUT DAYS,185 SOUTHLAND DRIVE,ACTIVE,1.0,100.0,2015-07-13,,NO,1988-07-13
31018.0,DONUT DAYS,185 SOUTHLAND DRIVE,ACTIVE,1.0,100.0,2016-01-07,,NO,1988-07-13
69332.0,DOODLES,262 NORTH LIMESTONE,ACTIVE,1.0,98.0,2015-04-15,  15  19,NO,2003-03-24
69332.0,DOODLES,262 NORTH LIMESTONE,ACTIVE,1.0,97.0,2015-10-20,  15  19  20,NO,2003-03-24
72277.0,DOUBLE H BBQ,1244 VERSAILLES RD,ACTIVE,1.0,99.0,2014-12-16,  18,NO,2012-05-27
72277.0,DOUBLE H BBQ,1244 VERSAILLES RD,ACTIVE,1.0,100.0,2015-06-16,,NO,2012-05-27
72277.0,DOUBLE H BBQ,1244 VERSAILLES RD,ACTIVE,1.0,100.0,2015-12-29,,NO,2012-05-27
90402.0,DOUBLE H BBQ,404 W MAIN STREET,ACTIVE,1.0,100.0,2015-05-22,,NO,2014-05-27
90402.0,DOUBLE H BBQ,404 W MAIN STREET,ACTIVE,1.0,96.0,2015-10-13,   8  26,NO,2014-05-27
37356.0,DOUBLE TREE GUEST SUITES,2601 RICHMOND ROAD,ACTIVE,1.0,98.0,2014-12-15,  15  19,NO,1998-04-14
37356.0,DOUBLE TREE GUEST SUITES,2601 RICHMOND ROAD,ACTIVE,1.0,100.0,2015-06-30,,NO,1998-04-14
37356.0,DOUBLE TREE GUEST SUITES,2601 RICHMOND ROAD,ACTIVE,1.0,100.0,2015-12-16,,NO,1998-04-14
87496.0,DOUGHBY'S,561 S BROADWAY STE 110,ACTIVE,1.0,96.0,2015-06-25,   8  15  31,NO,2013-04-05
87496.0,DOUGHBY'S,561 S BROADWAY STE 110,ACTIVE,1.0,94.0,2015-12-30,   9  15  19  26,NO,2013-04-05
99107.0,D'S CAFE,1818 BRYAN STATION RD,ACTIVE,1.0,100.0,2016-01-21,,NO,2016-01-21
84961.0,DUDLEY'S RESTAURANT,259 W SHORT ST,ACTIVE,1.0,97.0,2014-12-23,   5  18,NO,2010-04-01
84961.0,DUDLEY'S RESTAURANT,259 W SHORT ST,ACTIVE,1.0,94.0,2015-06-29,  11  15,NO,2010-04-01
84961.0,DUDLEY'S RESTAURANT,259 W SHORT ST,ACTIVE,2.0,99.0,2015-06-29,  15,NO,2010-04-01
84961.0,DUDLEY'S RESTAURANT,259 W SHORT ST,ACTIVE,1.0,98.0,2015-12-30,  15  19,NO,2010-04-01
65669.0,DUNBAR BASEBALL CONCESSION,1600 MAN-0-WAR,ACTIVE,1.0,97.0,2015-03-03,  19  34,NO,2002-10-01
65669.0,DUNBAR BASEBALL CONCESSION,1600 MAN-0-WAR,ACTIVE,1.0,99.0,2015-09-29,  19,NO,2002-10-01
67302.0,DUNBAR FOOTBALL CONCESSION,1600 MAN O'WAR BLVD.,ACTIVE,1.0,98.0,2015-03-03,  19  31,NO,2002-10-01
67302.0,DUNBAR FOOTBALL CONCESSION,1600 MAN O'WAR BLVD.,ACTIVE,1.0,99.0,2015-09-29,  19,NO,2002-10-01
68558.0,DUNBAR HIGH SCHOOL SOFTBALL,1600 MAN-O-WAR BLVD.,ACTIVE,1.0,98.0,2015-03-03,  15  19,NO,2005-10-01
68558.0,DUNBAR HIGH SCHOOL SOFTBALL,1600 MAN-O-WAR BLVD.,ACTIVE,1.0,93.0,2015-09-29,   1  15  19  20,NO,2005-10-01
68558.0,DUNBAR HIGH SCHOOL SOFTBALL,1600 MAN-O-WAR BLVD.,ACTIVE,2.0,97.0,2015-09-29,  15  19  20,NO,2005-10-01
82346.0,DUNKIN DONUTS,1306 SOUTH BROADWAY,ACTIVE,1.0,98.0,2015-02-05,  26,NO,2008-10-27
82346.0,DUNKIN DONUTS,1306 SOUTH BROADWAY,ACTIVE,1.0,92.0,2015-08-03,  12  13  15  20  30,YES,2008-10-27
82346.0,DUNKIN DONUTS,1306 SOUTH BROADWAY,ACTIVE,2.0,98.0,2015-08-14,  15  20,NO,2008-10-27
94470.0,DUNKIN DONUTS,4000 TERMINAL DR,ACTIVE,1.0,93.0,2015-02-03,   9  13  15  20,YES,2014-01-09
94470.0,DUNKIN DONUTS,4000 TERMINAL DR,ACTIVE,2.0,98.0,2015-02-20,  15  20,NO,2014-01-09
94470.0,DUNKIN DONUTS,4000 TERMINAL DR,ACTIVE,1.0,97.0,2015-08-05,  31  34,NO,2014-01-09
96334.0,DUNKIN DONUTS,"2901 RICHMOND RD, STE 160",ACTIVE,1.0,100.0,2015-03-26,,NO,2014-10-14
96334.0,DUNKIN DONUTS,"2901 RICHMOND RD, STE 160",ACTIVE,1.0,97.0,2015-09-17,   8  30,NO,2014-10-14
98047.0,DUNKIN DONUTS,405 S LIMESTONE,ACTIVE,1.0,100.0,2015-08-04,,NO,2015-08-04
98047.0,DUNKIN DONUTS,405 S LIMESTONE,ACTIVE,1.0,94.0,2015-09-04,  11  18,NO,2015-08-04
98047.0,DUNKIN DONUTS,405 S LIMESTONE,ACTIVE,2.0,99.0,2015-09-04,  18,NO,2015-08-04
55114.0,DUPREE CATERING & EVENTS /DBA,1006 DELAWARE AVENUE,ACTIVE,1.0,98.0,2015-05-27,  23  31,NO,2014-11-17
55114.0,DUPREE CATERING & EVENTS /DBA,1006 DELAWARE AVENUE,ACTIVE,1.0,97.0,2015-11-19,  15  30  31,NO,2014-11-17
32022.0,DURANGO'S MEXICAN RESTAURANT,"2121 RICHMOND ROAD, SUITE 150",ACTIVE,1.0,95.0,2014-12-22,  12  15  30  31,NO,1992-06-26
32022.0,DURANGO'S MEXICAN RESTAURANT,"2121 RICHMOND ROAD, SUITE 150",ACTIVE,1.0,97.0,2015-06-16,  19  30  31,NO,1992-06-26
32022.0,DURANGO'S MEXICAN RESTAURANT,"2121 RICHMOND ROAD, SUITE 150",ACTIVE,1.0,94.0,2015-12-29,  12  15  19  30  31,NO,1992-06-26
96605.0,EAST 7TH ST. MISSION,530 N.MARTIN LUTHER KING BLVD,ACTIVE,1.0,91.0,2015-06-29,   5  10  26,NO,2014-11-24
93827.0,EASTERN STATE HOSPITAL - KITCHEN,1350 BULL LEA LANE,ACTIVE,1.0,100.0,2015-01-15,,NO,2013-09-08
93827.0,EASTERN STATE HOSPITAL - KITCHEN,1350 BULL LEA LANE,ACTIVE,1.0,99.0,2015-07-29,  20,NO,2013-09-08
97047.0,EASTLAND PARK CHURCH OF THE NAZARENE,1605 JENNIFER RD,ACTIVE,1.0,100.0,2015-03-27,,NO,2015-03-16
97047.0,EASTLAND PARK CHURCH OF THE NAZARENE,1605 JENNIFER RD,ACTIVE,1.0,100.0,2015-10-30,,NO,2015-03-16
75036.0,EDIBLE ARRANGEMENTS,"3101 RICHMOND ROAD, STE. 304",ACTIVE,1.0,100.0,2014-12-09,,NO,2014-06-23
75036.0,EDIBLE ARRANGEMENTS,"3101 RICHMOND ROAD, STE. 304",ACTIVE,1.0,90.0,2015-06-08,   1   4  15  26  30,YES,2014-06-23
75036.0,EDIBLE ARRANGEMENTS,"3101 RICHMOND ROAD, STE. 304",ACTIVE,2.0,97.0,2015-06-22,  19  26,NO,2014-06-23
75036.0,EDIBLE ARRANGEMENTS,"3101 RICHMOND ROAD, STE. 304",ACTIVE,1.0,100.0,2015-12-01,,NO,2014-06-23
31044.0,EDUCARE LEARNING CENTER,2832 SNOW ROAD,ACTIVE,1.0,100.0,2015-01-08,,NO,1988-07-13
31044.0,EDUCARE LEARNING CENTER,2832 SNOW ROAD,ACTIVE,1.0,100.0,2015-07-10,,NO,1988-07-13
31044.0,EDUCARE LEARNING CENTER,2832 SNOW ROAD,ACTIVE,1.0,100.0,2016-01-08,,NO,1988-07-13
93771.0,EDUCATE CAFE,251 SCOTT STREET,ACTIVE,1.0,100.0,2015-03-24,,NO,2013-08-26
93771.0,EDUCATE CAFE,251 SCOTT STREET,ACTIVE,1.0,100.0,2015-09-23,,NO,2013-08-26
69420.0,EDYTHE J HAYES MIDDLE SCHOOL,260 RICHARDSON PLACE,ACTIVE,1.0,100.0,2015-02-05,,NO,2003-03-26
69420.0,EDYTHE J HAYES MIDDLE SCHOOL,260 RICHARDSON PLACE,ACTIVE,1.0,99.0,2015-09-16,  19,NO,2003-03-26
69420.0,EDYTHE J HAYES MIDDLE SCHOOL,260 RICHARDSON PLACE,ACTIVE,1.0,100.0,2016-01-13,,NO,2003-03-26
95479.0,EIFFEL PIZZA,3449 BUCKHORN DR STE B,ACTIVE,1.0,100.0,2015-06-29,,NO,2015-06-29
95479.0,EIFFEL PIZZA,3449 BUCKHORN DR STE B,ACTIVE,1.0,100.0,2015-12-15,,NO,2015-06-29
96279.0,EINSTEIN'S BAGELS,505 ROSE ST,ACTIVE,1.0,100.0,2015-03-24,,NO,2014-08-25
96279.0,EINSTEIN'S BAGELS,505 ROSE ST,ACTIVE,1.0,100.0,2015-11-09,,NO,2014-08-25
96279.0,EINSTEIN'S BAGELS,505 ROSE ST,ACTIVE,1.0,100.0,2015-11-19,,NO,2014-08-25
96822.0,EL ANTOJITO,565 E NEW CIRCLE RD. STE #5,ACTIVE,1.0,100.0,2015-01-28,,NO,2015-01-20
96822.0,EL ANTOJITO,565 E NEW CIRCLE RD. STE #5,ACTIVE,1.0,70.0,2015-08-05,   3   6   8   9  11  12  15  16  18  19  20  26  27  34,YES,2015-01-20
96822.0,EL ANTOJITO,565 E NEW CIRCLE RD. STE #5,ACTIVE,2.0,95.0,2015-08-18,   2   8  18  20,NO,2015-01-20
76884.0,EL CHARRO AUTHENTIC MEXICAN CUISINE,4371 OLD HARRODSBURG RD STE 180/190,ACTIVE,1.0,97.0,2015-02-26,  18  19  20,NO,2012-06-27
76884.0,EL CHARRO AUTHENTIC MEXICAN CUISINE,4371 OLD HARRODSBURG RD STE 180/190,ACTIVE,1.0,94.0,2015-09-25,   6   8  34,NO,2012-06-27
80751.0,EL COSTENO,1424 VERSAILLES RD,ACTIVE,1.0,96.0,2015-04-14,   8  16,NO,2014-10-01
80751.0,EL COSTENO,1424 VERSAILLES RD,ACTIVE,1.0,98.0,2015-10-21,   8,NO,2014-10-01
86918.0,EL GRAN TAKO #2,1801 ALEXANDRIA DR. # 156,ACTIVE,1.0,93.0,2015-06-22,   6   8  19  31  32,NO,2011-01-27
86918.0,EL GRAN TAKO #2,1801 ALEXANDRIA DR. # 156,ACTIVE,1.0,80.0,2015-12-08,   3   8   9  12  15  17  18  19  30  31,NO,2011-01-27
86918.0,EL GRAN TAKO #2,1801 ALEXANDRIA DR. # 156,ACTIVE,2.0,89.0,2015-12-08,   8   9  12  15  18  19  30  31,NO,2011-01-27
31592.0,EL HABANERO LOKO,102 W VINE ST,ACTIVE,1.0,95.0,2015-01-27,  12  16  31,NO,2015-01-27
31592.0,EL HABANERO LOKO,102 W VINE ST,ACTIVE,1.0,96.0,2015-09-11,   8  26,NO,2015-01-27
32479.0,EL MALECON,757 EAST NEW CIRCLE RD.,ACTIVE,1.0,100.0,2015-06-10,,NO,2014-06-06
32479.0,EL MALECON,757 EAST NEW CIRCLE RD.,ACTIVE,1.0,92.0,2015-11-23,   3   8  31,NO,2014-06-06
32479.0,EL MALECON,757 EAST NEW CIRCLE RD.,ACTIVE,2.0,97.0,2015-11-23,   8  31,NO,2014-06-06
97621.0,EL MANGO NIEVERIA & SNACKS,1414 VILLAGE DR,ACTIVE,1.0,100.0,2015-08-05,,NO,2015-06-02
81712.0,EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,ACTIVE,1.0,100.0,2014-12-19,,NO,2008-07-25
81712.0,EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,ACTIVE,1.0,98.0,2015-06-30,  15  20,NO,2008-07-25
81712.0,EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,ACTIVE,1.0,96.0,2015-12-10,  15  26  32,NO,2008-07-25
67778.0,EL MILAGRO DOS,1545 ALEXANDRIA DRIVE # 1,ACTIVE,1.0,91.0,2015-01-29,  12  15  33  34,YES,2005-02-11
67778.0,EL MILAGRO DOS,1545 ALEXANDRIA DRIVE # 1,ACTIVE,2.0,95.0,2015-01-29,  12  15  34,NO,2005-02-11
67778.0,EL MILAGRO DOS,1545 ALEXANDRIA DRIVE # 1,ACTIVE,1.0,78.0,2015-09-02,   1   8   9  15  16  18  19  26  28  30  31  32,YES,2005-02-11
67778.0,EL MILAGRO DOS,1545 ALEXANDRIA DRIVE # 1,ACTIVE,2.0,96.0,2015-09-17,  15  16  19,NO,2005-02-11
69603.0,EL RANCHO TAPATIO TAQUERIA &,144 BURT ROAD,ACTIVE,1.0,100.0,2015-02-10,,NO,2009-08-10
69603.0,EL RANCHO TAPATIO TAQUERIA &,144 BURT ROAD,ACTIVE,1.0,99.0,2015-07-11,  32,NO,2009-08-10
74015.0,EL REY DE-LOS POLLOS & EL REY DE MARISCOS,1485-1 ALEXANDRER DR.,ACTIVE,1.0,94.0,2015-03-12,   4   6   8,NO,2013-08-05
74015.0,EL REY DE-LOS POLLOS & EL REY DE MARISCOS,1485-1 ALEXANDRER DR.,ACTIVE,1.0,85.0,2015-10-12,   1   4   8   9  12  15  19  30,YES,2013-08-05
74015.0,EL REY DE-LOS POLLOS & EL REY DE MARISCOS,1485-1 ALEXANDRER DR.,ACTIVE,2.0,93.0,2015-10-26,   4   5   9  15,NO,2013-08-05
31012.0,EL SABOR DE MEXICO RESTAURANT & TAYUENA,1505 RUSSELL CAVE RD.,ACTIVE,1.0,97.0,2015-02-10,  18  19  23,NO,2012-11-12
31012.0,EL SABOR DE MEXICO RESTAURANT & TAYUENA,1505 RUSSELL CAVE RD.,ACTIVE,1.0,95.0,2015-08-18,  13  19  31,YES,2012-11-12
31012.0,EL SABOR DE MEXICO RESTAURANT & TAYUENA,1505 RUSSELL CAVE RD.,ACTIVE,2.0,98.0,2015-09-03,  18  31,NO,2012-11-12
96866.0,EL SABROSO,1445 VILLAGE DR,ACTIVE,1.0,100.0,2015-02-04,,NO,2015-02-02
96866.0,EL SABROSO,1445 VILLAGE DR,ACTIVE,1.0,80.0,2015-07-20,   1   2   8  12  15  18  26  28  29  31,YES,2015-02-02
96866.0,EL SABROSO,1445 VILLAGE DR,ACTIVE,2.0,99.0,2015-07-31,  32,NO,2015-02-02
96866.0,EL SABROSO,1445 VILLAGE DR,ACTIVE,1.0,100.0,2016-01-08,,NO,2015-02-02
64268.0,EL TORO RESTAURANT,1917 NICHOLASVILLE ROAD,ACTIVE,1.0,100.0,2014-12-11,,NO,2007-09-07
64268.0,EL TORO RESTAURANT,1917 NICHOLASVILLE ROAD,ACTIVE,1.0,100.0,2015-06-10,,NO,2007-09-07
64268.0,EL TORO RESTAURANT,1917 NICHOLASVILLE ROAD,ACTIVE,1.0,100.0,2015-12-08,,NO,2007-09-07
89752.0,ELLO'S ON BROADWAY,406 S BROADWAY STE 200,ACTIVE,1.0,96.0,2015-02-12,  15  26  32,NO,2012-03-27
89752.0,ELLO'S ON BROADWAY,406 S BROADWAY STE 200,ACTIVE,1.0,95.0,2015-08-11,  13  15  32,YES,2012-03-27
89752.0,ELLO'S ON BROADWAY,406 S BROADWAY STE 200,ACTIVE,2.0,100.0,2015-08-24,,NO,2012-03-27
62113.0,EMBASSY SUITES LEXINGTON,1801 NEWTOWN PIKE,ACTIVE,1.0,100.0,2014-12-26,,NO,1994-04-19
62113.0,EMBASSY SUITES LEXINGTON,1801 NEWTOWN PIKE,ACTIVE,1.0,98.0,2015-06-18,  16,NO,1994-04-19
62113.0,EMBASSY SUITES LEXINGTON,1801 NEWTOWN PIKE,ACTIVE,1.0,99.0,2015-12-10,  19,NO,1994-04-19
81390.0,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,ACTIVE,1.0,90.0,2015-05-01,   1  15  16  19  26,NO,2008-06-24
81390.0,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,ACTIVE,2.0,94.0,2015-05-01,  15  16  19  26,NO,2008-06-24
81390.0,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,ACTIVE,1.0,93.0,2015-10-20,   1   6  19,NO,2008-06-24
81390.0,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,ACTIVE,2.0,97.0,2015-10-20,   6  19,NO,2008-06-24
72708.0,EMERSON CENTER,2050 GARDEN SPRINGS DR,ACTIVE,1.0,100.0,2015-06-09,,NO,2004-10-25
72708.0,EMERSON CENTER,2050 GARDEN SPRINGS DR,ACTIVE,1.0,99.0,2015-11-10,  19,NO,2004-10-25
96350.0,EMPYREAL ARTISAN ALES,1224 MANCHESTER ST,ACTIVE,1.0,99.0,2015-05-29,  30,NO,2014-11-12
96350.0,EMPYREAL ARTISAN ALES,1224 MANCHESTER ST,ACTIVE,1.0,100.0,2015-11-13,,NO,2014-11-12
76396.0,ENOTECA,"191 JEFFERSON STREET, 1ST FLOOR",ACTIVE,1.0,93.0,2015-02-25,  17  19  26,NO,2012-10-01
76396.0,ENOTECA,"191 JEFFERSON STREET, 1ST FLOOR",ACTIVE,2.0,97.0,2015-02-25,  19  26,NO,2012-10-01
76396.0,ENOTECA,"191 JEFFERSON STREET, 1ST FLOOR",ACTIVE,1.0,96.0,2015-11-12,  18  29  31,NO,2012-10-01
58718.0,ENTERTAINMENT CENTER,4201 VERSAILLES RD,ACTIVE,1.0,100.0,2015-05-21,,NO,1997-09-19
58718.0,ENTERTAINMENT CENTER,4201 VERSAILLES RD,ACTIVE,1.0,100.0,2015-11-06,,NO,1997-09-19
86708.0,EQUESTRIAN ROOM,4201 VERSAILLES RD,ACTIVE,1.0,98.0,2015-04-09,  15  19,NO,2010-09-02
86708.0,EQUESTRIAN ROOM,4201 VERSAILLES RD,ACTIVE,1.0,97.0,2015-10-07,  15  19  23,NO,2010-09-02
86714.0,EVERGREEN BAPTIST CHURCH,749 FLORIDA ST.,ACTIVE,1.0,100.0,2015-06-29,,NO,2010-09-03
86714.0,EVERGREEN BAPTIST CHURCH,749 FLORIDA ST.,ACTIVE,1.0,100.0,2015-12-22,,NO,2010-09-03
31624.0,EXPRESS 11,430 WEST VINE STREET,ACTIVE,1.0,100.0,2015-03-18,,NO,2008-12-22
31624.0,EXPRESS 11,430 WEST VINE STREET,ACTIVE,1.0,100.0,2015-10-27,,NO,2008-12-22
87760.0,EXPRESS 34,430 W VINE ST.,ACTIVE,1.0,100.0,2015-03-18,,NO,2011-03-09
87760.0,EXPRESS 34,430 W VINE ST.,ACTIVE,1.0,100.0,2015-10-27,,NO,2011-03-09
35860.0,F & D MARKET,573 ELM TREE LANE,ACTIVE,1.0,98.0,2015-01-12,  15  19,NO,1988-09-08
35860.0,F & D MARKET,573 ELM TREE LANE,ACTIVE,1.0,99.0,2015-07-13,  19,NO,1988-09-08
98067.0,FAILTE IRISH IMPORTS,113 S UPPER ST,ACTIVE,1.0,100.0,2015-08-05,,NO,2015-08-05
98067.0,FAILTE IRISH IMPORTS,113 S UPPER ST,ACTIVE,1.0,100.0,2015-09-15,,NO,2015-08-05
83768.0,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,ACTIVE,1.0,93.0,2015-02-20,   1  13,YES,2009-06-08
83768.0,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,ACTIVE,2.0,100.0,2015-03-12,,NO,2009-06-08
83768.0,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,ACTIVE,1.0,100.0,2015-08-10,,NO,2009-06-08
